poliza_id,policy_number,numero_cuota,prima_total_pago,total_pagado_oficina,saldo_pendiente_oficina,saldo_esperado_oficina,diff_saldo_oficina,numero_renovacion
216110.0,1000167-20,2/10,21450994.0,0.0,0.0,21450994.0,21450994.0,0
214277.0,2050330714901,1/30,21406517.0,0.0,0.0,21406517.0,21406517.0,0
203985.0,AA005985,1/13,21234997.0,0.0,0.0,21234997.0,21234997.0,0
203985.0,AA005985,2/13,21234997.0,0.0,0.0,21234997.0,21234997.0,0
216591.0,1000000615-6,1/1,20616000.0,0.0,0.0,20616000.0,20616000.0,0
220764.0,1000000615,1/1,20616000.0,0.0,0.0,20616000.0,20616000.0,0
220764.0,1000000615,1/1,20616000.0,0.0,0.0,20616000.0,20616000.0,0
212100.0,1000000615-7,1/1,20616000.0,0.0,0.0,20616000.0,20616000.0,0
226567.0,101162017-11,1/1,20201653.0,0.0,0.0,20201653.0,20201653.0,0
208762.0,1000272-48,1/3,20000000.0,0.0,0.0,20000000.0,20000000.0,0
208762.0,1000272-48,1/3,20000000.0,0.0,0.0,20000000.0,20000000.0,0
225053.0,1000000614,1/1,19823000.0,0.0,0.0,19823000.0,19823000.0,0
205025.0,101000448-1,1/1,18134552.0,0.0,0.0,18134552.0,18134552.0,0
227992.0,AA005230,1/2,18098100.0,0.0,0.0,18098100.0,18098100.0,0
208113.0,100347,1/1,17920000.0,0.0,0.0,17920000.0,17920000.0,0
203986.0,AA005986,1/13,17765003.0,0.0,0.0,17765003.0,17765003.0,0
200564.0,101000542-1,1/1,17755728.2,0.0,0.0,17755728.2,17755728.2,0
203985.0,AA005985,6/9,17601260.0,0.0,0.0,17601260.0,17601260.0,0
203985.0,AA005985,1/9,17601260.0,0.0,0.0,17601260.0,17601260.0,0
220194.0,1000167,4/20,17521350.0,0.0,0.0,17521350.0,17521350.0,0
220194.0,1000167,1/20,17521350.0,0.0,0.0,17521350.0,17521350.0,0
220194.0,1000167,3/20,17521350.0,0.0,0.0,17521350.0,17521350.0,0
204978.0,101000542,1/1,17454972.0,0.0,0.0,17454972.0,17454972.0,0
201067.0,AB000189,1/3,16485734.0,0.0,0.0,16485734.0,16485734.0,0
216735.0,1000003750,1/1,16483398.0,0.0,0.0,16483398.0,16483398.0,0
203986.0,AA005986,1/9,16148118.0,0.0,0.0,16148118.0,16148118.0,0
203986.0,AA005986,1/15,15680595.0,0.0,0.0,15680595.0,15680595.0,0
212415.0,1000004130,1/2,15477000.0,0.0,0.0,15477000.0,15477000.0,0
216592.0,1000000617-4,1/1,15432000.0,0.0,0.0,15432000.0,15432000.0,0
208311.0,1000000617-6,1/1,15432000.0,0.0,0.0,15432000.0,15432000.0,0
212101.0,1000000617-5,1/1,15432000.0,0.0,0.0,15432000.0,15432000.0,0
220708.0,1000000617,1/1,15432000.0,0.0,0.0,15432000.0,15432000.0,0
220343.0,1000003480,2/2,15092000.0,0.0,0.0,15092000.0,15092000.0,0
215899.0,3013552,1/1,15089200.0,0.0,0.0,15089200.0,15089200.0,0
206576.0,101000709,1/1,15082705.0,0.0,0.0,15082705.0,15082705.0,0
203206.0,1000004939,1/1,14637000.0,0.0,0.0,14637000.0,14637000.0,0
203986.0,AA005986,2/9,14431043.0,0.0,0.0,14431043.0,14431043.0,0
203985.0,AA005985,3/13,14362144.0,0.0,0.0,14362144.0,14362144.0,0
204484.0,3014789,1/1,13969004.0,0.0,0.0,13969004.0,13969004.0,0
210502.0,3014371,1/1,13957533.0,0.0,0.0,13957533.0,13957533.0,0
210367.0,101006153-2,1/1,13879814.0,0.0,0.0,13879814.0,13879814.0,0
201690.0,900001410753,1/1,13662832.68,0.0,0.0,13662832.68,13662832.68,0
227975.0,AA005231,1/2,13532023.0,0.0,0.0,13532023.0,13532023.0,0
212135.0,101004128-7,1/4,13000308.0,0.0,0.0,13000308.0,13000308.0,0
212135.0,101004128-7,3/4,13000308.0,0.0,0.0,13000308.0,13000308.0,0
212135.0,101004128-7,2/4,13000308.0,0.0,0.0,13000308.0,13000308.0,0
212135.0,101004128-7,4/4,13000308.0,0.0,0.0,13000308.0,13000308.0,0
